student_id,roll_number,department,batch_year,graduation_year,current_year,cgpa,location,num_skills,num_certifications,num_internships,has_linkedin,has_github,has_portfolio,num_projects,programming_skills,domain_skills,soft_skills,top_skill_category,avg_skill_proficiency,total_certifications_value,total_internship_months,has_placement,placed_company,placed_role,placed_package,placed_industry,placement_year,time_to_placement_months,career_success_score,target_industry,target_role,career_satisfaction
280,19IT001,IT,2019,2023,5,8.5,Bangalore,16,6,3,1,1,1,10,Python|Jenkins|Terraform|Kubernetes|AWS,DevOps|Cloud|Automation,Problem Solving|Automation,Technical,87,16,10,1,Nagarro,DevOps Engineer,1600000,Technology,2023,1,91,DevOps,Senior DevOps,9
281,19IT002,IT,2019,2023,5,8.2,Hyderabad,14,5,2,1,1,0,8,Java|Spring|MySQL|REST APIs,Backend|Java Development,Communication|Teamwork,Technical,84,14,8,1,Tech Mahindra,Software Engineer,1300000,Technology,2023,2,89,Technology,Senior Software Engineer,8
282,19ECE001,ECE,2019,2023,5,8.3,Bangalore,13,5,2,1,1,1,8,C|C++|Embedded Linux|Yocto,Embedded Systems|Linux,Problem Solving|Low Level,Technical,85,14,8,1,Robert Bosch,Embedded Software Engineer,1600000,Automotive,2024,1,90,Embedded,Senior Embedded,9
283,19ECE002,ECE,2019,2023,5,8.1,Hyderabad,12,5,2,1,0,0,7,Verilog|Verification|UVM|Python,VLSI|Verification,Analytical|Debugging,Technical,83,13,7,1,AMD,Verification Engineer,1800000,Semiconductor,2023,1,89,Semiconductor,Senior Verification,9
284,19EEE001,EEE,2019,2023,5,8.0,Bangalore,11,4,2,1,0,0,6,MATLAB|PLC|SCADA|Automation,Automation|Control Systems,Problem Solving|Industrial,Technical,82,12,7,1,Emerson,Automation Engineer,1400000,Industrial,2023,2,88,Automation,Senior Automation,8
285,19MEC001,MEC,2019,2023,5,8.2,Pune,11,4,2,1,0,0,7,SolidWorks|CATIA|ANSYS|Design,Mechanical Design|Analysis,Problem Solving|Design,Technical,84,13,8,1,Cummins India,Mechanical Design Engineer,1500000,Automotive,2023,1,89,Automotive,Senior Designer,9
286,19CIV001,CIV,2019,2023,5,7.9,Hyderabad,9,3,2,1,0,0,5,AutoCAD|Staad Pro|Revit|Structural,Structural Design|BIM,Communication|Standards,Technical,81,11,6,1,Shapoorji Pallonji,Structural Engineer,1200000,Construction,2023,2,87,Construction,Senior Structural,8
287,20CSE021,CSE,2020,2024,4,8.8,Bangalore,18,7,3,1,1,1,12,Python|Selenium|Appium|Automation Testing|CI/CD,Test Automation|QA|DevOps,Problem Solving|Quality Focus|Automation,Technical,91,18,12,1,ThoughtWorks,SDET,1800000,Technology,2024,1,93,QA,Test Architect,9
288,20CSE022,CSE,2020,2024,4,8.5,Hyderabad,17,6,3,1,1,1,11,C++|Unreal Engine|Game Development|Graphics,Game Development|3D Graphics|Unreal,Creativity|Problem Solving|Math,Technical,88,16,10,1,Zynga,Game Developer,2000000,Gaming,2024,1,92,Gaming,Senior Game Dev,9
289,20CSE023,CSE,2020,2024,4,8.3,Pune,16,6,3,1,1,1,10,Python|Localization|i18n|l10n|Translation,Internationalization|Software Localization,Communication|Attention to Detail,Technical,86,15,9,1,Lokalise,Localization Engineer,1600000,Technology,2024,1,90,Technology,i18n Specialist,9
290,20CSE024,CSE,2020,2024,4,9.1,Mumbai,19,8,4,1,1,1,14,Python|Data Structures|Algorithms|Competitive Programming,Algorithms|Problem Solving|CP,Analytical|Logical Thinking|Speed,Technical,93,19,13,1,CodeChef,Software Engineer,2200000,Edtech,2024,0,96,Technology,Algorithm Engineer,10
291,20CSE025,CSE,2020,2024,4,8.6,Delhi,17,7,3,1,1,1,11,Python|Blockchain Analysis|Forensics|Crypto,Blockchain Forensics|Crypto Analytics,Analytical|Investigation|Problem Solving,Technical,89,17,11,1,Chainalysis,Blockchain Analyst,2100000,Blockchain,2024,1,94,Blockchain,Crypto Forensics,9
292,21CSE020,CSE,2021,2025,3,9.0,Bangalore,18,7,3,1,1,1,12,Python|Rust|WebAssembly|Performance,Systems Programming|Performance,Problem Solving|Optimization,Technical,91,18,11,0,,,0,,,,0,Technology,Systems Engineer,
293,21CSE021,CSE,2021,2025,3,8.7,Hyderabad,16,6,3,1,1,1,10,JavaScript|Vue.js|Nuxt.js|Frontend,Frontend|Vue Ecosystem,Creativity|User Focus,Technical,88,16,9,0,,,0,,,,0,Technology,Vue Developer,
294,21CSE022,CSE,2021,2025,3,8.5,Pune,15,5,2,1,1,1,9,Python|Flask|APIs|PostgreSQL,Backend|APIs|Microservices,Problem Solving|Communication,Technical,86,15,8,0,,,0,,,,0,Technology,API Developer,
295,20IT013,IT,2020,2024,4,8.8,Bangalore,17,7,3,1,1,1,11,Python|Prometheus|Grafana|ELK|Observability,SRE|Monitoring|Observability,Problem Solving|Reliability,Technical,90,17,11,1,DBS Bank,Site Reliability Engineer,1900000,Banking,2024,1,93,SRE,Senior SRE,9
296,20IT014,IT,2020,2024,4,8.5,Hyderabad,16,6,3,1,1,1,10,JavaScript|Angular|TypeScript|RxJS,Frontend|Angular|Enterprise,Problem Solving|Enterprise Focus,Technical,87,15,10,1,SAP Labs,Frontend Developer,1700000,Enterprise Software,2024,1,91,Technology,Angular Specialist,9
297,20IT015,IT,2020,2024,4,8.2,Pune,14,5,2,1,1,0,8,Python|Pandas|NumPy|Data Wrangling,Data Analysis|Data Cleaning,Analytical|Attention to Detail,Technical,84,14,8,1,Nielsen,Data Analyst,1400000,Research,2024,2,89,Analytics,Senior Data Analyst,8
298,21IT018,IT,2021,2025,3,8.6,Vijayawada,15,6,3,1,1,1,9,Go|Microservices|gRPC|Docker,Backend|Go|Microservices,Problem Solving|Performance,Technical,87,15,9,0,,,0,,,,0,Technology,Go Developer,
299,21IT019,IT,2021,2025,3,8.4,Guntur,14,5,2,1,1,0,8,Python|ETL|Data Pipelines|Airflow,Data Engineering|ETL,Problem Solving|Data Focus,Technical,85,14,8,0,,,0,,,,0,Data Engineering,ETL Developer,
300,20ECE013,ECE,2020,2024,4,8.9,Bangalore,16,6,3,1,1,1,11,C|C++|Safety-Critical|MISRA C|DO-178C,Safety-Critical Systems|Avionics|Standards,Problem Solving|Standards|Reliability,Technical,91,17,12,1,Honeywell Aerospace,Safety-Critical Software Engineer,2100000,Aerospace,2024,1,95,Aerospace,Principal Safety Engineer,9
301,20ECE014,ECE,2020,2024,4,8.6,Hyderabad,15,6,3,1,1,1,10,Python|Signal Processing|Audio|DSP|FPGA,Audio Processing|DSP|FPGA,Analytical|Audio Domain|Problem Solving,Technical,88,16,10,1,Harman,Audio DSP Engineer,1900000,Audio,2024,1,93,Audio,Senior DSP Engineer,9
302,20ECE015,ECE,2020,2024,4,8.3,Pune,14,5,2,1,1,0,8,C|Bootloader|Device Drivers|Low Level,Embedded Systems|Bootloader|Drivers,Problem Solving|Low Level|Debugging,Technical,85,14,9,1,NXP Semiconductors,Embedded Systems Engineer,1800000,Semiconductor,2024,1,91,Embedded,Firmware Engineer,9
303,21ECE018,ECE,2021,2025,3,8.6,Guntur,14,5,2,1,1,1,8,C|C++|Battery Management|Automotive,Automotive|Battery Systems|Embedded,Problem Solving|Automotive,Technical,87,15,9,0,,,0,,,,0,Automotive,BMS Engineer,
304,21ECE019,ECE,2021,2025,3,8.3,Vijayawada,13,5,2,1,0,0,7,SystemVerilog|FPGA|Altera|Xilinx,FPGA|Digital Design|Prototyping,Analytical|Problem Solving,Technical,84,13,7,0,,,0,,,,0,Hardware,FPGA Engineer,
305,20EEE013,EEE,2020,2024,4,8.6,Bangalore,13,5,3,1,1,0,8,MATLAB|Simulink|Automotive Controls|HIL,Automotive Controls|Model-Based Design,Problem Solving|Automotive,Technical,87,15,9,1,Delphi Technologies,Controls Engineer,1700000,Automotive,2024,1,91,Automotive,Senior Controls,9
306,20EEE014,EEE,2020,2024,4,8.2,Hyderabad,12,5,2,1,0,0,7,PLC|HMI|Wonderware|Automation,Process Automation|HMI Development,Communication|Problem Solving,Technical,84,13,8,1,AspenTech,Process Automation Engineer,1500000,Industrial,2024,2,89,Automation,Senior Automation,8
307,20EEE015,EEE,2020,2024,4,8.0,Chennai,11,4,2,1,0,0,6,MATLAB|Power Quality|Harmonics|Grid,Power Quality|Grid Compliance,Analytical|Standards,Technical,82,12,7,1,Crompton Greaves,Power Quality Engineer,1350000,Electrical,2024,2,87,Power,Power Systems Engineer,8
308,21EEE018,EEE,2021,2025,3,8.3,Vijayawada,12,4,2,1,0,0,7,MATLAB|Energy Storage|Battery|Grid,Energy Storage|Battery Systems,Analytical|Sustainability,Technical,84,13,7,0,,,0,,,,0,Energy,Energy Storage Engineer,
309,21EEE019,EEE,2021,2025,3,8.1,Guntur,11,4,2,1,0,0,6,PLC|Drives|VFD|Motor Control,Drives|Motor Control|Industrial,Problem Solving|Electrical,Technical,82,11,6,0,,,0,,,,0,Industrial,Drives Engineer,
310,20MEC013,MEC,2020,2024,4,8.8,Bangalore,14,5,3,1,1,1,10,SolidWorks|Automotive NVH|Vibration|Acoustics,NVH Engineering|Vibration Analysis|Acoustics,Analytical|Problem Solving|Domain,Technical,89,16,10,1,Mahindra Research Valley,NVH Engineer,1800000,Automotive,2024,1,93,Automotive,Senior NVH Engineer,9
311,20MEC014,MEC,2020,2024,4,8.4,Pune,13,5,2,1,1,0,8,CATIA|Jig and Fixture|Manufacturing|GD&T,Jig and Fixture Design|Tooling,Problem Solving|Manufacturing,Technical,86,14,9,1,TVS Motor Company,Fixture Design Engineer,1500000,Automotive,2024,1,90,Manufacturing,Tooling Engineer,9
312,20MEC015,MEC,2020,2024,4,8.1,Chennai,12,4,2,1,0,0,7,SolidWorks|Piping Design|AutoCAD Plant 3D,Piping Design|Plant Design,Analytical|Standards,Technical,83,13,8,1,Engineers India Limited,Piping Engineer,1400000,Oil & Gas,2024,2,88,Engineering,Senior Piping Engineer,8
313,21MEC018,MEC,2021,2025,3,8.4,Guntur,12,4,2,1,0,0,7,SolidWorks|Powertrain|Engine|Design,Powertrain|Engine Design,Problem Solving|Automotive,Technical,85,14,8,0,,,0,,,,0,Automotive,Powertrain Engineer,
314,21MEC019,MEC,2021,2025,3,8.2,Vijayawada,11,4,2,1,0,0,6,ANSYS|Crash Analysis|Safety|Automotive,Crash Analysis|Safety|FEA,Analytical|Safety Focus,Technical,83,12,7,0,,,0,,,,0,Automotive,Crash Safety Engineer,
315,20CIV013,CIV,2020,2024,4,8.5,Bangalore,11,4,3,1,1,0,7,Revit|Dynamo|BIM Automation|Python,BIM|Automation|Computational Design,Problem Solving|Automation,Technical,86,15,9,1,Jacobs Engineering,BIM Automation Specialist,1500000,Construction,2024,1,90,Construction,Senior BIM Engineer,9
316,20CIV014,CIV,2020,2024,4,8.1,Hyderabad,10,4,2,1,0,0,6,Staad Pro|Earthquake Engineering|Seismic Design,Seismic Design|Earthquake Engineering,Analytical|Safety Focus,Technical,83,13,7,1,AECOM,Seismic Design Engineer,1400000,Construction,2024,2,89,Construction,Structural Specialist,8
317,20CIV015,CIV,2020,2024,4,7.9,Pune,9,3,2,1,0,0,5,AutoCAD|Traffic Engineering|Transportation,Traffic Engineering|Transportation Planning,Analytical|Planning,Technical,81,11,6,1,IBI Group,Traffic Engineer,1300000,Infrastructure,2024,2,87,Infrastructure,Transportation Engineer,8
318,21CIV018,CIV,2021,2025,3,8.2,Vijayawada,10,3,2,1,0,0,6,AutoCAD|Coastal Engineering|Hydraulics,Coastal Engineering|Hydraulics,Analytical|Environmental,Technical,83,12,7,0,,,0,,,,0,Infrastructure,Coastal Engineer,
319,21CIV019,CIV,2021,2025,3,8.0,Guntur,9,3,1,1,0,0,5,AutoCAD|Tunnel Design|Underground,Tunnel Engineering|Underground Structures,Problem Solving|Specialized,Technical,82,11,5,0,,,0,,,,0,Infrastructure,Tunnel Engineer,
320,20CSM013,CSM,2020,2024,4,9.2,Bangalore,20,8,4,1,1,1,15,Python|Vision Transformers|ViT|DINO|Self-Attention,Vision Transformers|Attention Mechanisms|Modern CV,Research|Innovation|Cutting Edge,Technical,94,20,14,1,Meta AI,Vision Transformer Research Engineer,2700000,Technology,2024,0,98,AI/ML,ViT Specialist,10
321,20CSM014,CSM,2020,2024,4,8.9,Hyderabad,19,8,4,1,1,1,13,Python|Multimodal AI|CLIP|Vision+Language,Multimodal Learning|Cross-modal AI,Research|Versatility|Problem Solving,Technical,92,19,13,1,Adobe Research,Multimodal AI Researcher,2600000,Technology,2024,0,97,AI/ML,Multimodal Lead,10
322,20CSM015,CSM,2020,2024,4,8.7,Pune,18,7,3,1,1,1,12,Python|Causal Inference|DoWhy|Causality,Causal ML|Causal Inference|Counterfactuals,Research|Statistical Thinking|Problem Solving,Technical,90,18,12,1,Microsoft,Causal ML Scientist,2500000,Technology,2024,1,96,AI/ML,Causal Inference Lead,9
323,21CSM018,CSM,2021,2025,3,9.0,Guntur,18,7,3,1,1,1,12,Python|Continual Learning|Lifelong Learning,Lifelong Learning|Continual Learning|Plasticity,Research|Learning Theory|Innovation,Technical,91,18,11,0,,,0,,,,0,AI/ML,Continual Learning Researcher,
324,21CSM019,CSM,2021,2025,3,8.8,Vijayawada,17,7,3,1,1,1,11,Python|Model Compression|Knowledge Distillation,Model Compression|Efficient ML|Distillation,Research|Efficiency|Problem Solving,Technical,89,17,10,0,,,0,,,,0,AI/ML,Efficient ML Engineer,
325,20AID013,AID,2020,2024,4,9.1,Bangalore,19,8,4,1,1,1,14,Python|Experimentation|A/B Testing|Causal Inference,Experimentation|A/B Testing|Product Analytics,Statistical Thinking|Business Impact,Technical,93,20,14,1,LinkedIn,Experimentation Scientist,2200000,Technology,2024,0,96,Analytics,Principal Scientist,10
326,20AID014,AID,2020,2024,4,8.8,Hyderabad,18,7,3,1,1,1,13,Python|Search Ranking|Information Retrieval|Learning to Rank,Search|Ranking|IR|Relevance,Problem Solving|Algorithms|User Focus,Technical,91,19,12,1,Booking.com,Search Ranking Engineer,2100000,Travel Tech,2024,1,95,Analytics,Ranking Lead,9
327,20AID015,AID,2020,2024,4,8.6,Pune,17,7,3,1,1,1,12,Python|Graph Analytics|Network Science|Neo4j,Graph Analytics|Network Analysis|Social,Analytical|Graph Thinking|Problem Solving,Technical,89,17,11,1,Twitter India,Graph Data Scientist,2000000,Social Media,2024,1,94,Data Science,Graph Analytics Lead,9
328,21AID018,AID,2021,2025,3,8.8,Vijayawada,17,6,3,1,1,1,11,Python|Geospatial Analytics|GIS|Spatial,Geospatial|Location Analytics|Mapping,Analytical|Spatial Thinking,Technical,89,17,10,0,,,0,,,,0,Analytics,Geospatial Analyst,
329,21AID019,AID,2021,2025,3,8.7,Guntur,16,6,3,1,1,1,10,Python|Sensor Data|Time Series|IoT Analytics,IoT Analytics|Sensor Data|Time Series,Analytical|IoT Focus,Technical,88,16,9,0,,,0,,,,0,Analytics,IoT Data Analyst,
330,20AIML013,AIML,2020,2024,4,9.3,Bangalore,20,9,4,1,1,1,15,Python|Foundation Models|LLMs|GPT|Fine-tuning,Foundation Models|LLMs|Prompt Engineering,Research|NLP Excellence|Problem Solving,Technical,95,21,15,1,Anthropic,LLM Research Engineer,3000000,AI Research,2024,0,99,AI/ML,LLM Architect,10
331,20AIML014,AIML,2020,2024,4,9.0,Hyderabad,19,8,4,1,1,1,14,Python|Diffusion Models|Stable Diffusion|Generative AI,Diffusion Models|Generative AI|Image Generation,Research|Generative Focus|Creativity,Technical,93,20,14,1,Stability AI,Diffusion Models Engineer,2800000,AI,2024,0,98,AI/ML,Generative AI Lead,10
332,20AIML015,AIML,2020,2024,4,8.8,Pune,18,7,3,1,1,1,13,Python|AI Safety|Alignment|RLHF,AI Safety|Alignment|Ethics,Research|Ethics Focus|Responsibility,Technical,91,19,13,1,DeepMind,AI Safety Researcher,2900000,AI Research,2024,0,97,AI/ML,Safety Lead,10
333,21AIML018,AIML,2021,2025,3,9.0,Guntur,18,7,4,1,1,1,12,Python|Molecular ML|Drug Discovery|Cheminformatics,Molecular ML|Drug Discovery|Bio-AI,Research|Bio Domain|Problem Solving,Technical,92,19,12,0,,,0,,,,0,AI/ML,Molecular ML Scientist,
334,21AIML019,AIML,2021,2025,3,8.9,Vijayawada,17,7,3,1,1,1,11,Python|Climate AI|Sustainability AI|Earth Observation,Climate AI|Environmental ML|Sustainability,Research|Climate Focus|Impact,Technical,91,18,11,0,,,0,,,,0,AI/ML,Climate AI Researcher,
335,20CIC013,CIC,2020,2024,4,8.8,Bangalore,19,8,3,1,1,1,13,Python|Smart Contracts Security|Auditing|Slither,Smart Contract Security|Auditing|Blockchain,Security Focus|Blockchain|Problem Solving,Technical,91,19,12,1,ConsenSys,Smart Contract Auditor,2400000,Blockchain,2024,1,96,Security,Principal Auditor,9
336,20CIC014,CIC,2020,2024,4,8.6,Hyderabad,18,7,3,1,1,1,12,Python|Ransomware Analysis|Incident Response|DFIR,Incident Response|DFIR|Malware,Security|Investigation|Quick Thinking,Technical,89,18,11,1,Mandiant,Incident Response Analyst,2300000,Security,2024,1,95,Security,Senior IR Analyst,9
337,20CIC015,CIC,2020,2024,4,8.4,Pune,17,6,3,1,1,1,11,Rust|Smart Contracts|Solana|Move|zkSNARKs,Advanced Blockchain|zkSNARKs|Layer 2,Research|Cryptography|Problem Solving,Technical,87,17,10,1,Solana Labs,Blockchain Protocol Engineer,2500000,Blockchain,2024,1,94,Blockchain,Protocol Architect,9
338,21CIC018,CIC,2021,2025,3,8.7,Vijayawada,17,6,3,1,1,1,11,Python|Cryptography|Post-Quantum|Lattice,Cryptography|Post-Quantum Crypto,Research|Math Heavy|Security,Technical,88,17,10,0,,,0,,,,0,Security,Cryptography Researcher,
339,21CIC019,CIC,2021,2025,3,8.5,Guntur,16,6,3,1,1,1,10,Python|Hardware Security|TPM|Secure Boot,Hardware Security|Trusted Computing,Security|Hardware Focus,Technical,86,16,9,0,,,0,,,,0,Security,Hardware Security Engineer,
340,20CSO013,CSO,2020,2024,4,8.7,Bangalore,18,7,3,1,1,1,12,Python|Edge Computing|Edge AI|5G Edge,Edge Computing|Fog Computing|Distributed,Problem Solving|Edge Focus|Latency,Technical,90,18,12,1,Verizon,Edge Computing Architect,2100000,Telecom,2024,1,95,IoT,Edge Platform Lead,9
341,20CSO014,CSO,2020,2024,4,8.4,Hyderabad,17,6,3,1,1,1,11,Python|Drone IoT|UAV|Computer Vision,Drone Technology|UAV|Aerial IoT,Problem Solving|Robotics+IoT,Technical,87,16,10,1,Skylark Drones,Drone Software Engineer,2000000,Drones,2024,1,93,IoT,Senior Drone Engineer,9
342,20CSO015,CSO,2020,2024,4,8.2,Pune,16,6,3,1,1,0,10,Python|Supply Chain IoT|RFID|Track and Trace,Supply Chain IoT|Logistics|Tracking,Problem Solving|Supply Chain,Technical,85,15,9,1,Blue Dart,IoT Solutions Engineer,1800000,Logistics,2024,1,91,IoT,Logistics IoT Lead,9
343,21CSO018,CSO,2021,2025,3,8.5,Guntur,16,6,3,1,1,1,10,Python|hospitality IoT|Smart Hotels|Automation,Hospitality IoT|Smart Buildings,Problem Solving|Hospitality Focus,Technical,86,15,9,0,,,0,,,,0,IoT,Smart Building Engineer,
344,21CSO019,CSO,2021,2025,3,8.3,Vijayawada,15,5,2,1,1,0,9,Python|Mining IoT|Industrial Safety|Sensors,Mining IoT|Industrial Safety,Problem Solving|Safety Focus,Technical,84,14,8,0,,,0,,,,0,IoT,Industrial Safety Engineer,
345,19CSE004,CSE,2019,2023,5,8.6,Bangalore,17,7,3,1,1,1,11,Python|ML|TensorFlow|Data Science,ML|Data Science|AI,Problem Solving|Research,Technical,88,17,11,1,Tiger Analytics,Data Scientist,1800000,Analytics,2023,1,92,Data Science,Senior Data Scientist,9
346,19CSE005,CSE,2019,2023,5,8.3,Hyderabad,16,6,3,1,1,1,9,Java|Kotlin|Android|Firebase,Android Development|Mobile,Creativity|Mobile Focus,Technical,85,15,9,1,Dream11,Android Developer,1600000,Gaming,2023,1,90,Mobile,Senior Android Dev,9
347,19IT003,IT,2019,2023,5,8.4,Pune,15,6,2,1,1,1,9,Python|AWS|Cloud Solutions|Serverless,Cloud Architecture|Serverless,Problem Solving|Cloud Native,Technical,86,15,9,1,LTI,Cloud Solutions Architect,1700000,Consulting,2023,1,91,Cloud,Senior Cloud Architect,9
348,19ECE003,ECE,2019,2023,5,8.2,Bangalore,13,5,2,1,1,0,7,C|Embedded Systems|ARM|RTOS,Embedded|RTOS|Firmware,Problem Solving|Embedded,Technical,84,14,8,1,Samsung R&D,Embedded Engineer,1700000,Electronics,2023,1,89,Embedded,Senior Embedded,9
349,19EEE002,EEE,2019,2023,5,8.1,Hyderabad,11,4,2,1,0,0,6,PLC|SCADA|Industrial Automation,Automation|Industrial Controls,Problem Solving|Manufacturing,Technical,83,13,7,1,ABB India,Automation Engineer,1500000,Manufacturing,2023,2,88,Automation,Senior Automation,8
350,19MEC002,MEC,2019,2023,5,8.3,Chennai,12,4,2,1,0,0,7,SolidWorks|ANSYS|Mechanical Design,Design|Analysis|CAD,Problem Solving|Design,Technical,85,14,8,1,Ashok Leyland,Design Engineer,1500000,Automotive,2023,1,89,Automotive,Senior Design Engineer,9
student_id,roll_number,department,batch_year,graduation_year,current_year,cgpa,location,num_skills,num_certifications,num_internships,has_linkedin,has_github,has_portfolio,num_projects,programming_skills,domain_skills,soft_skills,top_skill_category,avg_skill_proficiency,total_certifications_value,total_internship_months,has_placement,placed_company,placed_role,placed_package,placed_industry,placement_year,time_to_placement_months,career_success_score,target_industry,target_role,career_satisfaction
351,19CIV002,CIV,2019,2023,5,7.8,Mumbai,9,3,1,1,0,0,4,AutoCAD|Staad Pro|Structural Design,Structural Engineering|Design,Communication|Teamwork,Technical,80,10,5,1,GMR Group,Structural Engineer,1250000,Infrastructure,2023,2,86,Construction,Senior Structural,8
352,23CSE001,CSE,2023,2027,1,8.3,Guntur,10,3,0,1,1,0,3,Python|C|Java|Data Structures,Programming Fundamentals|Problem Solving,Teamwork|Learning Agility,Technical,79,6,0,0,,,0,,,,0,Technology,Software Engineer,
353,23CSE002,CSE,2023,2027,1,8.5,Vijayawada,11,3,1,1,1,0,4,Python|Java|Web|HTML|CSS,Web Development|Programming,Communication|Creativity,Technical,81,7,3,0,,,0,,,,0,Technology,Web Developer,
354,23IT001,IT,2023,2027,1,8.2,Guntur,9,2,0,1,0,0,3,Python|SQL|Basics|Excel,Data Analysis Basics|Programming,Analytical|Teamwork,Technical,78,5,0,0,,,0,,,,0,Technology,Data Analyst,
355,23IT002,IT,2023,2027,1,8.4,Vijayawada,10,3,1,1,1,0,3,JavaScript|HTML|CSS|React Basics,Frontend Basics|Web,Creativity|Communication,Technical,80,6,2,0,,,0,,,,0,Technology,Frontend Developer,
356,23ECE001,ECE,2023,2027,1,8.0,Guntur,8,2,0,1,0,0,2,C|Basics|Circuit Theory,Electronics Fundamentals,Problem Solving|Analytical,Technical,77,5,0,0,,,0,,,,0,Electronics,Electronics Engineer,
357,23ECE002,ECE,2023,2027,1,8.1,Vijayawada,9,2,0,1,0,0,3,C|Python|Embedded Basics,Embedded Fundamentals,Teamwork|Learning,Technical,78,5,0,0,,,0,,,,0,Embedded,Embedded Engineer,
358,23EEE001,EEE,2023,2027,1,7.8,Guntur,7,2,0,1,0,0,2,MATLAB Basics|Circuit Analysis,Electrical Fundamentals,Analytical|Communication,Technical,76,4,0,0,,,0,,,,0,Power,Electrical Engineer,
359,23EEE002,EEE,2023,2027,1,7.9,Vijayawada,8,2,0,1,0,0,2,MATLAB|AutoCAD Basics,Power Systems Basics,Problem Solving|Teamwork,Technical,77,5,0,0,,,0,,,,0,Power,Power Engineer,
360,23MEC001,MEC,2023,2027,1,7.9,Guntur,7,2,0,1,0,0,2,AutoCAD Basics|Engineering Drawing,Mechanical Fundamentals,Creativity|Teamwork,Technical,77,4,0,0,,,0,,,,0,Mechanical,Mechanical Engineer,
361,23MEC002,MEC,2023,2027,1,8.0,Vijayawada,8,2,0,1,0,0,2,AutoCAD|SolidWorks Basics,Design Basics|CAD,Problem Solving|Design Thinking,Technical,78,5,0,0,,,0,,,,0,Automotive,Design Engineer,
362,23CIV001,CIV,2023,2027,1,7.7,Guntur,6,1,0,1,0,0,1,AutoCAD Basics|Surveying,Civil Engineering Basics,Communication|Teamwork,Technical,75,3,0,0,,,0,,,,0,Construction,Civil Engineer,
363,23CIV002,CIV,2023,2027,1,7.8,Vijayawada,7,2,0,1,0,0,2,AutoCAD|Revit Basics,Structural Basics,Analytical|Communication,Technical,76,4,0,0,,,0,,,,0,Construction,Structural Engineer,
364,23CSM001,CSM,2023,2027,1,8.6,Guntur,12,3,1,1,1,0,4,Python|ML Basics|NumPy|Pandas,AI/ML Fundamentals,Research|Problem Solving,Technical,82,8,3,0,,,0,,,,0,AI/ML,ML Engineer,
365,23CSM002,CSM,2023,2027,1,8.7,Vijayawada,13,4,1,1,1,0,4,Python|TensorFlow Basics|ML,Machine Learning|AI,Analytical|Learning Agility,Technical,83,9,3,0,,,0,,,,0,AI/ML,AI Engineer,
366,23AID001,AID,2023,2027,1,8.4,Guntur,11,3,1,1,1,0,3,Python|Pandas|SQL Basics,Data Analysis|Statistics Basics,Analytical|Communication,Technical,81,7,2,0,,,0,,,,0,Data Science,Data Analyst,
367,23AID002,AID,2023,2027,1,8.5,Vijayawada,12,3,1,1,1,0,4,Python|Data Science Basics|Visualization,Data Science|Analytics,Problem Solving|Analytical,Technical,82,8,3,0,,,0,,,,0,Data Science,Data Scientist,
368,23AIML001,AIML,2023,2027,1,8.7,Guntur,13,4,1,1,1,0,4,Python|ML|TensorFlow Basics,AI|ML|Deep Learning Basics,Research|Innovation,Technical,83,9,3,0,,,0,,,,0,AI/ML,ML Engineer,
369,23AIML002,AIML,2023,2027,1,8.8,Vijayawada,13,4,1,1,1,0,5,Python|PyTorch Basics|Neural Networks,Deep Learning Basics|AI,Analytical|Problem Solving,Technical,84,10,4,0,,,0,,,,0,AI/ML,DL Engineer,
370,23CIC001,CIC,2023,2027,1,8.3,Guntur,11,3,0,1,1,0,3,Python|IoT Basics|Arduino Basics,IoT Fundamentals|Security Basics,Problem Solving|Innovation,Technical,80,7,0,0,,,0,,,,0,IoT,IoT Developer,
371,23CIC002,CIC,2023,2027,1,8.4,Vijayawada,11,3,1,1,1,0,3,Blockchain Basics|Solidity Intro,Blockchain Fundamentals|Crypto,Research|Analytical,Technical,81,7,2,0,,,0,,,,0,Blockchain,Blockchain Developer,
372,23CSO001,CSO,2023,2027,1,8.2,Guntur,10,3,0,1,1,0,3,Python|IoT Basics|Sensors,IoT Development Basics,Problem Solving|Creativity,Technical,79,6,0,0,,,0,,,,0,IoT,IoT Engineer,
373,23CSO002,CSO,2023,2027,1,8.3,Vijayawada,11,3,1,1,1,0,3,Python|Arduino|IoT Projects,IoT|Embedded Basics,Communication|Teamwork,Technical,80,7,2,0,,,0,,,,0,IoT,IoT Developer,
374,20CSE026,CSE,2020,2024,4,8.7,Bangalore,18,7,3,1,1,1,12,Python|Computer Vision|OpenCV|Image Processing|ML,Computer Vision|Image Processing|ML,Problem Solving|Research|Analytical,Technical,90,18,12,1,Zoho,Computer Vision Engineer,1800000,Technology,2024,1,93,AI/ML,Senior CV Engineer,9
375,20CSE027,CSE,2020,2024,4,8.4,Hyderabad,16,6,3,1,1,1,10,Python|NLP|spaCy|Text Mining|Sentiment Analysis,NLP|Text Analytics|ML,Analytical|Problem Solving|Communication,Technical,87,15,10,1,Genpact,NLP Engineer,1700000,Analytics,2024,1,91,AI/ML,NLP Specialist,9
